facteur,units,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Growth(2020-2050)
prix de petrole,2020 $/b,38.757999,44.253239,47.82671,53.140026,56.451302,59.299431,61.308624,63.758602,66.352974,68.132957,70.560135,72.098709,73.809845,74.862648,75.879066,76.78038,78.140564,79.543839,81.167229,81.503059,84.234489,85.819237,86.814888,88.076591,88.816048,87.537407,90.181587,90.933395,90.700356,90.679489,91.12661,2.9%
